relative_path,group,expected_slug,expected_name,expected_image_type,should_clip_accept,source_url,download_url,license,artist,width,height,review_status,review_note
images/internal/sa-pa/sa-pa_03.jpg,internal,sa-pa,Sa Pa,travel_landscape,1,https://commons.wikimedia.org/wiki/File:Sa_Pa_Rice_Terrace_I.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Sa_Pa_Rice_Terrace_I.jpg/500px-Sa_Pa_Rice_Terrace_I.jpg,CC BY-SA 3.0,Ekrem Canli,3906,2602,approved,
images/internal/sa-pa/sa-pa_04.jpg,internal,sa-pa,Sa Pa,travel_landscape,1,https://commons.wikimedia.org/wiki/File:Sa_Pa_Rice_Terrace_II.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Sa_Pa_Rice_Terrace_II.jpg/500px-Sa_Pa_Rice_Terrace_II.jpg,CC BY-SA 3.0,Ekrem Canli,3906,2602,approved,
images/internal/sa-pa/sa-pa_05.jpg,internal,sa-pa,Sa Pa,travel_landscape,1,https://commons.wikimedia.org/wiki/File:Sa_Pa_Rice_Terrace_III.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Sa_Pa_Rice_Terrace_III.jpg/500px-Sa_Pa_Rice_Terrace_III.jpg,CC BY-SA 3.0,Ekrem Canli,3888,2592,approved,
images/internal/sa-pa/sa-pa_06.jpg,internal,sa-pa,Sa Pa,travel_landscape,1,https://commons.wikimedia.org/wiki/File:Sa_Pa_Rice_Terrace_IV.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Sa_Pa_Rice_Terrace_IV.jpg/500px-Sa_Pa_Rice_Terrace_IV.jpg,CC BY-SA 3.0,Ekrem Canli,3888,2592,approved,
images/internal/sa-pa/sa-pa_07.jpg,internal,sa-pa,Sa Pa,travel_landscape,1,https://commons.wikimedia.org/wiki/File:Rice_terraces_in_Sa_Pa_01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Rice_terraces_in_Sa_Pa_01.jpg/500px-Rice_terraces_in_Sa_Pa_01.jpg,CC BY-SA 4.0,Christophe95,4032,3024,approved,
images/internal/sa-pa/sa-pa_08.jpg,internal,sa-pa,Sa Pa,travel_landscape,1,https://commons.wikimedia.org/wiki/File:Rice_terraces_in_Sa_Pa_02.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Rice_terraces_in_Sa_Pa_02.jpg/500px-Rice_terraces_in_Sa_Pa_02.jpg,CC BY-SA 4.0,Christophe95,5079,3150,approved,
images/internal/ha-giang/ha-giang_01.jpg,internal,ha-giang,Hà Giang,travel_landscape,1,https://commons.wikimedia.org/wiki/File:DongHa-QuanBa_HaGiang%272007.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/DongHa-QuanBa_HaGiang%272007.jpg/500px-DongHa-QuanBa_HaGiang%272007.jpg,CC BY 3.0,BacLuong  at  Vietnamese Wikipedia,2592,1813,approved,
images/internal/ha-giang/ha-giang_02.jpg,internal,ha-giang,Hà Giang,travel_landscape,1,https://commons.wikimedia.org/wiki/File:DuonglencongtroiQuanBa.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/DuonglencongtroiQuanBa.jpg/500px-DuonglencongtroiQuanBa.jpg,Public domain,The original uploader was  Thái Nhi  at  Vietnamese Wikipedia .,2304,3456,approved,
images/internal/ha-giang/ha-giang_03.jpg,internal,ha-giang,Hà Giang,travel_landscape,1,"https://commons.wikimedia.org/wiki/File:MaPiLeng,HaGiang,Vietnam.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/MaPiLeng%2CHaGiang%2CVietnam.jpg/500px-MaPiLeng%2CHaGiang%2CVietnam.jpg,CC BY-SA 4.0,MapStaringEnthusiast,2160,3840,approved,
images/internal/ha-giang/ha-giang_04.jpg,internal,ha-giang,Hà Giang,travel_landscape,1,https://commons.wikimedia.org/wiki/File:Ma_Pi_Leng_Pass_winding_road_Ha_Giang_Vietnam.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Ma_Pi_Leng_Pass_winding_road_Ha_Giang_Vietnam.jpg/500px-Ma_Pi_Leng_Pass_winding_road_Ha_Giang_Vietnam.jpg,CC BY 2.0,Khánh Hmoong,3896,2060,approved,
images/internal/ha-giang/ha-giang_05.jpg,internal,ha-giang,Hà Giang,travel_landscape,1,"https://commons.wikimedia.org/wiki/File:Mountain_road_at_M%C3%A3_P%C3%AD_L%C3%A8ng_Pass,_H%C3%A0_Giang_Province,_Vietnam.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Mountain_road_at_M%C3%A3_P%C3%AD_L%C3%A8ng_Pass%2C_H%C3%A0_Giang_Province%2C_Vietnam.jpg/500px-Mountain_road_at_M%C3%A3_P%C3%AD_L%C3%A8ng_Pass%2C_H%C3%A0_Giang_Province%2C_Vietnam.jpg,CC BY 2.0,Khánh Hmoong,3510,2357,rejected,
images/internal/ha-giang/ha-giang_06.jpg,internal,ha-giang,Hà Giang,travel_landscape,1,https://commons.wikimedia.org/wiki/File:Wild_Cow_(226860549).jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Wild_Cow_%28226860549%29.jpeg/500px-Wild_Cow_%28226860549%29.jpeg,CC BY 3.0,Solene Gl,2048,1536,rejected,"Ảnh bò, không đại diện cho địa danh Hà Giang."
images/internal/ninh-binh/ninh-binh_01.jpg,internal,ninh-binh,Ninh Bình,travel_landscape,1,"https://commons.wikimedia.org/wiki/File:Vietnam,_Ninh_Binh,_Trang_An_River.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Vietnam%2C_Ninh_Binh%2C_Trang_An_River.jpg/500px-Vietnam%2C_Ninh_Binh%2C_Trang_An_River.jpg,CC BY 4.0,Vyacheslav Argenberg,3984,2656,approved,
images/internal/ninh-binh/ninh-binh_02.jpg,internal,ninh-binh,Ninh Bình,travel_landscape,1,"https://commons.wikimedia.org/wiki/File:Vietnam,_Ninh_Binh,_Trang_An_Limestone_Peaks.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Vietnam%2C_Ninh_Binh%2C_Trang_An_Limestone_Peaks.jpg/500px-Vietnam%2C_Ninh_Binh%2C_Trang_An_Limestone_Peaks.jpg,CC BY 4.0,Vyacheslav Argenberg,3984,2656,approved,
images/internal/ninh-binh/ninh-binh_03.jpg,internal,ninh-binh,Ninh Bình,travel_landscape,1,"https://commons.wikimedia.org/wiki/File:Vietnam,_Ninh_Binh,_Trang_An_Scenic_Area.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Vietnam%2C_Ninh_Binh%2C_Trang_An_Scenic_Area.jpg/500px-Vietnam%2C_Ninh_Binh%2C_Trang_An_Scenic_Area.jpg,CC BY 4.0,Vyacheslav Argenberg,3984,2656,approved,
images/internal/ninh-binh/ninh-binh_04.jpg,internal,ninh-binh,Ninh Bình,travel_landscape,1,"https://commons.wikimedia.org/wiki/File:Vietnam,_Ninh_Binh,_Trang_An_River_2.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Vietnam%2C_Ninh_Binh%2C_Trang_An_River_2.jpg/500px-Vietnam%2C_Ninh_Binh%2C_Trang_An_River_2.jpg,CC BY 4.0,Vyacheslav Argenberg,3984,2656,approved,
images/internal/ninh-binh/ninh-binh_05.jpg,internal,ninh-binh,Ninh Bình,travel_landscape,1,"https://commons.wikimedia.org/wiki/File:Vietnam,_Ninh_Binh,_Trang_An_Cave.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Vietnam%2C_Ninh_Binh%2C_Trang_An_Cave.jpg/500px-Vietnam%2C_Ninh_Binh%2C_Trang_An_Cave.jpg,CC BY 4.0,Vyacheslav Argenberg,3984,2656,approved,
images/internal/ninh-binh/ninh-binh_06.jpg,internal,ninh-binh,Ninh Bình,travel_landscape,1,"https://commons.wikimedia.org/wiki/File:Vietnam,_Ninh_Binh,_Trang_An_Area.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Vietnam%2C_Ninh_Binh%2C_Trang_An_Area.jpg/500px-Vietnam%2C_Ninh_Binh%2C_Trang_An_Area.jpg,CC BY 4.0,Vyacheslav Argenberg,3984,2656,approved,
images/internal/ninh-binh/ninh-binh_07.jpg,internal,ninh-binh,Ninh Bình,travel_landscape,1,"https://commons.wikimedia.org/wiki/File:Trang_An_Landscape_Complex,_Ninh_Binh_Province,_Vietnam,_20240202_1436_5290.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Trang_An_Landscape_Complex%2C_Ninh_Binh_Province%2C_Vietnam%2C_20240202_1436_5290.jpg/500px-Trang_An_Landscape_Complex%2C_Ninh_Binh_Province%2C_Vietnam%2C_20240202_1436_5290.jpg,CC BY 4.0,Jakub Hałun,3377,5059,approved,
images/internal/ninh-binh/ninh-binh_08.jpg,internal,ninh-binh,Ninh Bình,travel_landscape,1,"https://commons.wikimedia.org/wiki/File:Trang_An_Landscape_Complex,_Ninh_Binh_Province,_Vietnam,_20240202_1433_5283.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Trang_An_Landscape_Complex%2C_Ninh_Binh_Province%2C_Vietnam%2C_20240202_1433_5283.jpg/500px-Trang_An_Landscape_Complex%2C_Ninh_Binh_Province%2C_Vietnam%2C_20240202_1433_5283.jpg,CC BY 4.0,Jakub Hałun,5794,3868,approved,
images/internal/hoi-an/hoi-an_01.jpg,internal,hoi-an,Hội An,travel_landscape,1,"https://commons.wikimedia.org/wiki/File:H%E1%BB%99i_An,_Center_for_Culture_and_Sports,_2020-01_CN-01.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/H%E1%BB%99i_An%2C_Center_for_Culture_and_Sports%2C_2020-01_CN-01.jpg/500px-H%E1%BB%99i_An%2C_Center_for_Culture_and_Sports%2C_2020-01_CN-01.jpg,CC BY-SA 4.0,Steffen Schmitz   ( more photos ),4689,2443,approved,
images/internal/hoi-an/hoi-an_02.jpg,internal,hoi-an,Hội An,travel_landscape,1,"https://commons.wikimedia.org/wiki/File:H%E1%BB%99i_An,_Ancient_Town,_2020-01_CN-01.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/H%E1%BB%99i_An%2C_Ancient_Town%2C_2020-01_CN-01.jpg/500px-H%E1%BB%99i_An%2C_Ancient_Town%2C_2020-01_CN-01.jpg,CC BY-SA 4.0,Steffen Schmitz   ( more photos ),4244,2468,approved,
images/internal/hoi-an/hoi-an_03.jpg,internal,hoi-an,Hội An,travel_landscape,1,"https://commons.wikimedia.org/wiki/File:H%E1%BB%99i_An,_Ancient_Town,_2020-01_CN-02.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/H%E1%BB%99i_An%2C_Ancient_Town%2C_2020-01_CN-02.jpg/500px-H%E1%BB%99i_An%2C_Ancient_Town%2C_2020-01_CN-02.jpg,CC BY-SA 4.0,Steffen Schmitz   ( more photos ),3629,2577,approved,
images/internal/hoi-an/hoi-an_04.jpg,internal,hoi-an,Hội An,travel_landscape,1,"https://commons.wikimedia.org/wiki/File:H%E1%BB%99i_An,_Ancient_Town,_2020-01_CN-03.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/H%E1%BB%99i_An%2C_Ancient_Town%2C_2020-01_CN-03.jpg/500px-H%E1%BB%99i_An%2C_Ancient_Town%2C_2020-01_CN-03.jpg,CC BY-SA 4.0,Steffen Schmitz   ( more photos ),3390,3030,approved,
images/internal/hoi-an/hoi-an_05.jpg,internal,hoi-an,Hội An,travel_landscape,1,"https://commons.wikimedia.org/wiki/File:H%E1%BB%99i_An,_Ancient_Town,_2020-01_CN-04.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/H%E1%BB%99i_An%2C_Ancient_Town%2C_2020-01_CN-04.jpg/500px-H%E1%BB%99i_An%2C_Ancient_Town%2C_2020-01_CN-04.jpg,CC BY-SA 4.0,Steffen Schmitz   ( more photos ),3039,4101,approved,
images/internal/hoi-an/hoi-an_06.jpg,internal,hoi-an,Hội An,travel_landscape,1,"https://commons.wikimedia.org/wiki/File:H%E1%BB%99i_An,_Ancient_Town,_2020-01_CN-05.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/H%E1%BB%99i_An%2C_Ancient_Town%2C_2020-01_CN-05.jpg/500px-H%E1%BB%99i_An%2C_Ancient_Town%2C_2020-01_CN-05.jpg,CC BY-SA 4.0,Steffen Schmitz   ( more photos ),4242,2755,approved,
images/internal/hoi-an/hoi-an_07.jpg,internal,hoi-an,Hội An,travel_landscape,1,"https://commons.wikimedia.org/wiki/File:H%E1%BB%99i_An,_Ancient_Town,_2020-01_CN-06.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/H%E1%BB%99i_An%2C_Ancient_Town%2C_2020-01_CN-06.jpg/500px-H%E1%BB%99i_An%2C_Ancient_Town%2C_2020-01_CN-06.jpg,CC BY-SA 4.0,Steffen Schmitz   ( more photos ),4592,2954,approved,
images/internal/hoi-an/hoi-an_08.jpg,internal,hoi-an,Hội An,travel_landscape,1,"https://commons.wikimedia.org/wiki/File:H%E1%BB%99i_An,_Ancient_Town,_2020-01_CN-07.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/H%E1%BB%99i_An%2C_Ancient_Town%2C_2020-01_CN-07.jpg/500px-H%E1%BB%99i_An%2C_Ancient_Town%2C_2020-01_CN-07.jpg,CC BY-SA 4.0,Steffen Schmitz   ( more photos ),4367,2836,approved,
images/internal/hue/hue_01.jpg,internal,hue,Huế,travel_landscape,1,https://commons.wikimedia.org/wiki/File:Hue_Vietnam_Citadel-of-Hu%E1%BA%BF-13.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Hue_Vietnam_Citadel-of-Hu%E1%BA%BF-13.jpg/500px-Hue_Vietnam_Citadel-of-Hu%E1%BA%BF-13.jpg,CC BY-SA 3.0,"CEphoto, Uwe Aranas",3718,2479,approved,
images/internal/hue/hue_02.jpg,internal,hue,Huế,travel_landscape,1,https://commons.wikimedia.org/wiki/File:Hue_Vietnam_Citadel-of-Hu%E1%BA%BF-12.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Hue_Vietnam_Citadel-of-Hu%E1%BA%BF-12.jpg/500px-Hue_Vietnam_Citadel-of-Hu%E1%BA%BF-12.jpg,CC BY-SA 3.0,"CEphoto, Uwe Aranas",2478,3716,approved,
images/internal/hue/hue_03.jpg,internal,hue,Huế,travel_landscape,1,https://commons.wikimedia.org/wiki/File:Hue_Vietnam_Citadel-of-Hu%E1%BA%BF-10.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Hue_Vietnam_Citadel-of-Hu%E1%BA%BF-10.jpg/500px-Hue_Vietnam_Citadel-of-Hu%E1%BA%BF-10.jpg,CC BY-SA 3.0,"CEphoto, Uwe Aranas",4260,2840,approved,
images/internal/hue/hue_04.jpg,internal,hue,Huế,travel_landscape,1,https://commons.wikimedia.org/wiki/File:Hue_Vietnam_Citadel-of-Hu%E1%BA%BF-15.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Hue_Vietnam_Citadel-of-Hu%E1%BA%BF-15.jpg/500px-Hue_Vietnam_Citadel-of-Hu%E1%BA%BF-15.jpg,CC BY-SA 3.0,"CEphoto, Uwe Aranas",3753,2681,approved,
images/internal/hue/hue_05.jpg,internal,hue,Huế,travel_landscape,1,https://commons.wikimedia.org/wiki/File:Hue_Vietnam_Citadel-of-Hu%E1%BA%BF-11.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Hue_Vietnam_Citadel-of-Hu%E1%BA%BF-11.jpg/500px-Hue_Vietnam_Citadel-of-Hu%E1%BA%BF-11.jpg,CC BY-SA 3.0,"CEphoto, Uwe Aranas",4241,2827,approved,
images/internal/hue/hue_06.jpg,internal,hue,Huế,travel_landscape,1,https://commons.wikimedia.org/wiki/File:Hue_Vietnam_Citadel-of-Hu%E1%BA%BF-14.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Hue_Vietnam_Citadel-of-Hu%E1%BA%BF-14.jpg/500px-Hue_Vietnam_Citadel-of-Hu%E1%BA%BF-14.jpg,CC BY-SA 3.0,"CEphoto, Uwe Aranas",4272,2848,approved,
images/internal/hue/hue_07.jpg,internal,hue,Huế,travel_landscape,1,https://commons.wikimedia.org/wiki/File:Hue_Vietnam_Citadel-of-Hu%E1%BA%BF-16.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Hue_Vietnam_Citadel-of-Hu%E1%BA%BF-16.jpg/500px-Hue_Vietnam_Citadel-of-Hu%E1%BA%BF-16.jpg,CC BY-SA 3.0,"CEphoto, Uwe Aranas",4272,2848,approved,
images/internal/hue/hue_08.jpg,internal,hue,Huế,travel_landscape,1,https://commons.wikimedia.org/wiki/File:Hue_Vietnam_Citadel-of-Hu%E1%BA%BF-18.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Hue_Vietnam_Citadel-of-Hu%E1%BA%BF-18.jpg/500px-Hue_Vietnam_Citadel-of-Hu%E1%BA%BF-18.jpg,CC BY-SA 3.0,"CEphoto, Uwe Aranas",3613,1979,approved,
images/internal/da-nang/da-nang_02.jpg,internal,da-nang,Đà Nẵng,travel_landscape,1,"https://commons.wikimedia.org/wiki/File:%C4%90%C3%A0_N%E1%BA%B5ng,_Dragon_bridge2.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/%C4%90%C3%A0_N%E1%BA%B5ng%2C_Dragon_bridge2.jpg/500px-%C4%90%C3%A0_N%E1%BA%B5ng%2C_Dragon_bridge2.jpg,CC BY 2.0,Joel Riedesel,4608,3456,approved,
images/internal/da-nang/da-nang_03.jpg,internal,da-nang,Đà Nẵng,travel_landscape,1,https://commons.wikimedia.org/wiki/File:Dragon_Bridge_in_Da_Nang_(far).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Dragon_Bridge_in_Da_Nang_%28far%29.jpg/500px-Dragon_Bridge_in_Da_Nang_%28far%29.jpg,CC BY-SA 4.0,Ioe2015,3264,1836,approved,
images/internal/da-nang/da-nang_04.jpg,internal,da-nang,Đà Nẵng,travel_landscape,1,https://commons.wikimedia.org/wiki/File:Dragon_Bridge_Da_Nang_1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Dragon_Bridge_Da_Nang_1.jpg/500px-Dragon_Bridge_Da_Nang_1.jpg,CC BY-SA 4.0,Christophe95,4032,3024,approved,
images/internal/da-nang/da-nang_05.jpg,internal,da-nang,Đà Nẵng,travel_landscape,1,https://commons.wikimedia.org/wiki/File:Dragon_Bridge_Da_Nang_3.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Dragon_Bridge_Da_Nang_3.jpg/500px-Dragon_Bridge_Da_Nang_3.jpg,CC BY-SA 4.0,Christophe95,5184,3888,approved,
images/internal/da-nang/da-nang_06.jpg,internal,da-nang,Đà Nẵng,travel_landscape,1,https://commons.wikimedia.org/wiki/File:Dragon_Bridge_Da_Nang_2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Dragon_Bridge_Da_Nang_2.jpg/500px-Dragon_Bridge_Da_Nang_2.jpg,CC BY-SA 4.0,Christophe95,5184,3888,approved,
images/internal/da-nang/da-nang_07.jpg,internal,da-nang,Đà Nẵng,travel_landscape,1,https://commons.wikimedia.org/wiki/File:Dragon_Bridge_Da_Nang_4.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Dragon_Bridge_Da_Nang_4.jpg/500px-Dragon_Bridge_Da_Nang_4.jpg,CC BY-SA 4.0,Christophe95,5184,3888,approved,
images/internal/da-nang/da-nang_08.jpg,internal,da-nang,Đà Nẵng,travel_landscape,1,https://commons.wikimedia.org/wiki/File:Dragon_Carp_Da_Nang_1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Dragon_Carp_Da_Nang_1.jpg/500px-Dragon_Carp_Da_Nang_1.jpg,CC BY-SA 4.0,Christophe95,4896,3715,approved,
images/internal/can-tho/can-tho_01.jpg,internal,can-tho,Cần Thơ,travel_landscape,1,https://commons.wikimedia.org/wiki/File:Floating_Market_-_Can_Tho_-_Vietnam.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Floating_Market_-_Can_Tho_-_Vietnam.JPG/500px-Floating_Market_-_Can_Tho_-_Vietnam.JPG,CC BY-SA 3.0,Adam Jones  Adam63,2304,3072,approved,
images/internal/can-tho/can-tho_02.jpg,internal,can-tho,Cần Thơ,travel_landscape,1,https://commons.wikimedia.org/wiki/File:Can_tho_floating_market.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Can_tho_floating_market.jpg/500px-Can_tho_floating_market.jpg,CC BY 2.0,Janne Hellsten,3648,2736,approved,
images/internal/can-tho/can-tho_03.jpg,internal,can-tho,Cần Thơ,travel_landscape,1,"https://commons.wikimedia.org/wiki/File:Porridge_seller,_Can_Tho_floating_market.JPG",https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Porridge_seller%2C_Can_Tho_floating_market.JPG/500px-Porridge_seller%2C_Can_Tho_floating_market.JPG,CC BY-SA 3.0,Dragfyre,1536,2048,approved,
images/internal/can-tho/can-tho_04.jpg,internal,can-tho,Cần Thơ,travel_landscape,1,"https://commons.wikimedia.org/wiki/File:Can_Tho,_Vietnam,_Floating_Market.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Can_Tho%2C_Vietnam%2C_Floating_Market.jpg/500px-Can_Tho%2C_Vietnam%2C_Floating_Market.jpg,CC BY 4.0,Vyacheslav Argenberg,3072,2048,approved,
images/internal/can-tho/can-tho_05.jpg,internal,can-tho,Cần Thơ,travel_landscape,1,"https://commons.wikimedia.org/wiki/File:Can_Tho,_Vietnam,_Floating_Market_2.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Can_Tho%2C_Vietnam%2C_Floating_Market_2.jpg/500px-Can_Tho%2C_Vietnam%2C_Floating_Market_2.jpg,CC BY 4.0,Vyacheslav Argenberg,3072,2048,approved,
images/internal/can-tho/can-tho_06.jpg,internal,can-tho,Cần Thơ,travel_landscape,1,"https://commons.wikimedia.org/wiki/File:Can_Tho,_Vietnam,_Floating_market,_Early_morning.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Can_Tho%2C_Vietnam%2C_Floating_market%2C_Early_morning.jpg/500px-Can_Tho%2C_Vietnam%2C_Floating_market%2C_Early_morning.jpg,CC BY 4.0,Vyacheslav Argenberg,3072,2048,approved,
images/internal/can-tho/can-tho_07.jpg,internal,can-tho,Cần Thơ,travel_landscape,1,"https://commons.wikimedia.org/wiki/File:Can_Tho,_Vietnam,_Floating_Market,_Rawing.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Can_Tho%2C_Vietnam%2C_Floating_Market%2C_Rawing.jpg/500px-Can_Tho%2C_Vietnam%2C_Floating_Market%2C_Rawing.jpg,CC BY 4.0,Vyacheslav Argenberg,3072,2048,approved,
images/internal/can-tho/can-tho_08.jpg,internal,can-tho,Cần Thơ,travel_landscape,1,"https://commons.wikimedia.org/wiki/File:Can_Tho,_Vietnam,_Floating_Market,_Sale.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Can_Tho%2C_Vietnam%2C_Floating_Market%2C_Sale.jpg/500px-Can_Tho%2C_Vietnam%2C_Floating_Market%2C_Sale.jpg,CC BY 4.0,Vyacheslav Argenberg,3072,2048,approved,
images/internal/ca-mau/ca-mau_01.jpg,internal,ca-mau,Cà Mau,travel_landscape,1,https://commons.wikimedia.org/wiki/File:Broken_mangrove_tree_stump_with_exposed_root_system_in_Ca_Mau_forest.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Broken_mangrove_tree_stump_with_exposed_root_system_in_Ca_Mau_forest.jpg/500px-Broken_mangrove_tree_stump_with_exposed_root_system_in_Ca_Mau_forest.jpg,CC BY-SA 4.0,Nevillenguyen310,1836,4080,approved,
images/internal/ca-mau/ca-mau_02.jpg,internal,ca-mau,Cà Mau,travel_landscape,1,https://commons.wikimedia.org/wiki/File:Golden_sunrise_reflection_on_river_in_Ca_Mau_captured_on_March_22_2026.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Golden_sunrise_reflection_on_river_in_Ca_Mau_captured_on_March_22_2026.jpg/500px-Golden_sunrise_reflection_on_river_in_Ca_Mau_captured_on_March_22_2026.jpg,CC BY-SA 4.0,Nevillenguyen310,3672,8160,approved,
images/internal/ca-mau/ca-mau_03.jpg,internal,ca-mau,Cà Mau,travel_landscape,1,https://commons.wikimedia.org/wiki/File:Intricate_prop_root_system_of_mangrove_tree_in_Ca_Mau_Vietnam.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Intricate_prop_root_system_of_mangrove_tree_in_Ca_Mau_Vietnam.jpg/500px-Intricate_prop_root_system_of_mangrove_tree_in_Ca_Mau_Vietnam.jpg,CC BY-SA 4.0,Nevillenguyen310,1836,4080,approved,
images/internal/ca-mau/ca-mau_04.jpg,internal,ca-mau,Cà Mau,travel_landscape,1,https://commons.wikimedia.org/wiki/File:Mangrove_forest_shoreline_viewed_from_a_scenic_walkway_in_Ca_Mau.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Mangrove_forest_shoreline_viewed_from_a_scenic_walkway_in_Ca_Mau.jpg/500px-Mangrove_forest_shoreline_viewed_from_a_scenic_walkway_in_Ca_Mau.jpg,CC BY-SA 4.0,Nevillenguyen310,1006,2560,approved,
images/internal/ca-mau/ca-mau_05.jpg,internal,ca-mau,Cà Mau,travel_landscape,1,https://commons.wikimedia.org/wiki/File:Walkway_railing_along_a_mangrove_river_in_Ca_Mau.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Walkway_railing_along_a_mangrove_river_in_Ca_Mau.jpg/500px-Walkway_railing_along_a_mangrove_river_in_Ca_Mau.jpg,CC BY-SA 4.0,Nevillenguyen310,943,2560,approved,
images/internal/an-giang/an-giang_01.jpg,internal,an-giang,An Giang,travel_landscape,1,https://commons.wikimedia.org/wiki/File:Tr%C3%A0_s%C6%B0.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Tr%C3%A0_s%C6%B0.jpg/500px-Tr%C3%A0_s%C6%B0.jpg,CC BY-SA 3.0,Bùi Thụy Đào Nguyên,2000,1500,approved,
images/internal/an-giang/an-giang_02.jpg,internal,an-giang,An Giang,travel_landscape,1,https://commons.wikimedia.org/wiki/File:R%E1%BB%ABng_Tr%C3%A0m_Tr%C3%A0_S%C6%B0.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/R%E1%BB%ABng_Tr%C3%A0m_Tr%C3%A0_S%C6%B0.JPG/500px-R%E1%BB%ABng_Tr%C3%A0m_Tr%C3%A0_S%C6%B0.JPG,CC BY-SA 3.0,Hoangvantoanajc,4592,3056,approved,
images/internal/an-giang/an-giang_03.jpg,internal,an-giang,An Giang,travel_landscape,1,https://commons.wikimedia.org/wiki/File:Tr%C3%A0_S%C6%B0_2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Tr%C3%A0_S%C6%B0_2.jpg/500px-Tr%C3%A0_S%C6%B0_2.jpg,CC BY-SA 3.0,Bùi Thụy Đào Nguyên,3648,2736,approved,
